id,sentence_id,text,category,preannotation,created_at,updated_at,user
684,No sequence ID (upload ID: 19474),"Indonesia ta amince da dokar tsaurara hukunci kan masu zina da aure. 
    Ƴan majalisa a Indonesia sun amince da sabuwar dokar da ta haramta zina da aure, inda yanzu hakan ya zamo babban laifi, da kuma taƙaita 'yancin siyasa A ƙarƙashin sabuwar dokar laifi ne yin zina da aure, inda za a iya yanke wa mutum hukuncin sama da shekara, kuma an haramta zaman daduro kafin aure...",politics,No preannotation,2023-01-05 08:34:39.324232+00:00,2023-01-05 08:34:39.324274+00:00,tajgwadabe
685,No sequence ID (upload ID: 19475),"Fenerbahce ta soke yarjejeniyar da ke tsakaninta da Ozil. 
    Fenerbahce ta soke yarjejeniyar da ke tsakaninta da Mesut Ozil, duk da saura kaka biyu wa'adinta ya karkare Mai shekara 33 ya koma Fenerbahce a Janairun 2021, bayan da kwantiraginsa ya kare a Gunners, wanda yarjejeniyarsa ya kamata ta kare a karshen kakar 2024 da kungiyar Turkiya...",sports,No preannotation,2023-01-05 08:34:45.101987+00:00,2023-01-05 08:34:45.102043+00:00,tajgwadabe
686,No sequence ID (upload ID: 19476),"Zaftarewar laka da ta kashe hanyoyin intanet a Najeriya. 
    Masana kimiyya na kawo rahoton wata zaftarewar laka ta ƙarƙashin ruwa mafi tsawo da aka taɓa gani Zaftarewar ta faru ne a ƙarƙashin teku kusa da Afrika ta Yamma, a wani kogo mai zurfi da ruwa ke gudana a cikinsa a kusa da Kogin Congo...",technology,No preannotation,2023-01-05 08:35:14.451049+00:00,2023-01-05 08:35:14.451077+00:00,tajgwadabe
687,No sequence ID (upload ID: 19477),"Ba halina ba ne ku yafe min - Sanata Abbo. 
    Dan majalisar dattijan wanda bayanai suka ambato shi cike da nadama a taron manema labaran da ya yi cikin shalkwatar jam'iyyarsa ta PDP da ke Abuja, ya nemi gafara, kuma ya ce a yafe masa Sanata Elisha Abbo, wanda ke wakiltar shiyyar arewacin jihar Adamawa, ya ce ""ba halina ba ne tozarta mata, don haka na yi nadama""...",politics,No preannotation,2023-01-05 08:35:38.631358+00:00,2023-01-05 08:35:38.631388+00:00,tajgwadabe
688,No sequence ID (upload ID: 19478),"K﻿otun daukaka ƙara ta kori ƙarar gwamnatin Najeriya a kan Nnamdi Kanu. 
    K﻿otun daukaka ƙara ta Najeriya ta kori ƙarar gwamnati tarayya a kan jagoran ƙungiyar ƴan aware ta IPOB Nnamdi Kanu, ta hanyar yin watsi da dukkan tuhume-tuhumen da ake yi masa T﻿awagar alkalan ta mutum uku da Mai Shari'a Jummai Hanatu ta jagoranta ta ce Kanu ba shi da laifin amsawa saboda tun farko Babbar Kotu ba ta da hurumin yi masa shari'a tun farko...",politics,No preannotation,2023-01-05 08:35:49.992473+00:00,2023-01-05 08:35:49.992532+00:00,tajgwadabe
689,No sequence ID (upload ID: 19479),"Hikayata 2020: Saurari labarin 'Gidan Aurena'. 
    Latsa hoton sama ku saurari labarin: A ci gaba da kawo maku labarai 12 da alƙalan gasar Hikayata suka ce sun cancanci yabo, a wannan mako, mun kawo maku labarin ""Gidan Aurena"" Wacce ta rubuta Sumayya Babayo Abdullahi Jos/Gida mai lamba 22, layin Thomas a Unguwar Bukuru, karamar hukumar Jos ta Kudu, jihar Filato a Najeriya...",entertainment,No preannotation,2023-01-05 08:35:58.031120+00:00,2023-01-05 08:35:58.031147+00:00,tajgwadabe
690,No sequence ID (upload ID: 19480),"Odion Ighalo zai ci gaba da zama a Manchester United zuwa Janairu. 
    Dan wasan Shanghai Shenhua da tawagar Najeriya, Odion Ighalo ya tsawaita yarjejeniyar ci gaba da buga wasannin aro a Manchester United zuwa Janairun 2021 Ighalo, mai shekara 30 ya je Old Trafford da taka leda a watan Janairu daga Shanghai Shenhua ta China kan kwantiragin karshen watan Mayu...",sports,No preannotation,2023-01-05 08:36:04.002738+00:00,2023-01-05 08:36:04.002771+00:00,tajgwadabe
691,No sequence ID (upload ID: 19481),"Mikiya ta kashe wani yaro a Somaliya. 
    Iyalai a yankin Habasha na kasar Somaliya sun ce suna fama da hare-haren da mikoyoyi ke kai musu A kalla yaro daya ne ya mutu sannan wasu biyun suka ji rauni a gundumar Gaashaamo...",health,No preannotation,2023-01-05 08:36:42.393126+00:00,2023-01-05 08:36:42.393154+00:00,tajgwadabe
692,No sequence ID (upload ID: 19482),"Yadda manyan jami'an gwamnati ke lalata da mata a Afghanistan. 
    Kasar Afghanistan ta dade cikin zargin lalata da mata musamman manyan jami'an gwamnati Duk da cewa jami'an sun musanta, BBC ta ji daga matan da abin ya shafa...",politics,No preannotation,2023-01-05 08:36:53.492370+00:00,2023-01-05 08:36:53.492428+00:00,tajgwadabe
693,No sequence ID (upload ID: 19483),"...Daga Bakin Mai Ita tare da Baba Ari. 
    Ku latsa hoton da ke sama don kallon bidiyon: Daga Bakin Mai Ita wani shiri ne na BBC Hausa da ke kawo muku hira da fitattun mutane kan wasu abubuwan da suka shafi rayuwarsu zalla A wannan kashi na 71, shirin ya tattauna da fitaccen dan wasan fina-finan Kannywood da aka fi sani da Baba Ari...",entertainment,No preannotation,2023-01-05 08:36:59.322780+00:00,2023-01-05 08:36:59.322838+00:00,tajgwadabe
694,No sequence ID (upload ID: 19484),"Alexandre Lacazette: Dan wasan Arsenal ya sake koma wa Lyon. 
    Dan kwallon Arsenal, Alexandre Lacazette ya sake koma wa Lyon, shekaru biyar bayan ya hade da Gunners a kan fan miliyan 46 da rabi Lacazette ya koma kungiyar ta Faransa a kan yarjejeniyar shekaru uku har zuwa watan Yunin 2025...",sports,No preannotation,2023-01-05 08:37:05.491068+00:00,2023-01-05 08:37:05.491097+00:00,tajgwadabe
695,No sequence ID (upload ID: 19485),"Mutumin da ya bude kamfanin yawon bude ido na masu fama da nakasa. 
    Latsa hoton sama domin kallon bidiyon An gano cewa Shin Hyunoh  yana fama da larurar CMT, wata cuta ce ta zaizayewar jijiyoyi, lokacin yana da shekaru hudu a duniya Shekaru 28 bayan haka, Shin, wanda yake kan keken guragu, ya bude kamfanin tafiye-tafiye na musamman...",entertainment,No preannotation,2023-01-05 08:37:20.063781+00:00,2023-01-05 08:37:20.063809+00:00,tajgwadabe
696,No sequence ID (upload ID: 19486),"Hari kan Ekweramadu: Najeriya na farautar 'yan IPOB a Jamus. 
    Jakadan Najeriya a Jamus ya ce za su tabbatar cewa an kama tare da hukunta wadanda suka ci mutuncin Sanata Ike Ekweremadu a lokacin wani taro na 'yan kabilar Igbo, inda ya kwaci kansa da kyar Yusuf Tugga, ya shaida wa BBC cewa ""muna iya kokarinmu mu ga an hukunta wanda suka yi wannan aika-aika""...",politics,No preannotation,2023-01-05 08:37:28.121923+00:00,2023-01-05 08:37:28.121953+00:00,tajgwadabe
697,No sequence ID (upload ID: 19487),"Tsaro: Faransa ta janye jakadanta bayan Amurka ta harzuƙa ta. 
    Faransa ta sanar da janye jakadunta da ke Amurka da kuma Australia zuwa gida a wani mataki na daban domin nuna bacin ranta a kan yarjejeniyar da Shugaba Biden na Amurka ya kulla domin Amurkar da Ingila su samar da jiragen ruwa na karkashin teku da ke amfani da makamashin nukiliya ga Australia a karkashin wata yarjejeniya ta tsaro ba tare da tuntubar jami'an Faransa ba Yarjejeniyar mai lakabin Aukus, za ta sa Faransa asarar kwangilar biliyoyin dala ta kera wa Australia jiragen ruwan na karkashin teku na gama-gari...",politics,No preannotation,2023-01-05 08:38:32.303896+00:00,2023-01-05 08:38:32.303925+00:00,tajgwadabe
698,No sequence ID (upload ID: 19488),"Botswana: Kun san cutar da ke yi wa giwaye kisan gilla?. 
    Wata guba cikin ruwa ce ta janyo mutuwar ɗaruruwan giwaye da a baya aka rasa abin da yake kashe su a Botswana, in ji jami'an da ke kula da gandun daji Botsawana gida ne ga kashi ɗaya bisa uku na giwayen Afirka da ake samun bayanan raguwarsu...",health,No preannotation,2023-01-05 08:38:42.443412+00:00,2023-01-05 08:38:42.443442+00:00,tajgwadabe
699,No sequence ID (upload ID: 19489),"Kotun Koli ta tabbatar da takarar Abba Kabir Yusuf. 
    Kotun Kolin Najeriya ta tabbatar da Injiniya Abba Kabir Yusuf a matsayin halattaccen dan takarar gwamna na jam'iyyar PDP a jihar Kano a zaben da ya gabata Alkalan kotun sun tabbatar da hukuncin Kotun Daukaka Kara ta Kaduna wacce ta yi watsi da bukatar Ibrahim Al'amin (Little) na cewa PDP ba ta yi zaben fitar da gwani ba...",politics,No preannotation,2023-01-05 08:38:49.070797+00:00,2023-01-05 08:38:49.070826+00:00,tajgwadabe
700,No sequence ID (upload ID: 19490),"I﻿ngila ta fitar da tawagar da za ta wakilce ta a World Cup. 
    Kocin Ingla Gareth Southgate ya fitar da sunayen 'yan wasan da za su wakilci kasar a gasar Kofin Duniya da za a fara nan da kwanaki a Qatar Southgate wanda ya bi sahun takwarorinsa na sauran kasashe, ya fuskanci kalubale wajen zabar yan wasan tawagar gabanin bayyanasu...",sports,No preannotation,2023-01-05 08:38:55.752651+00:00,2023-01-05 08:38:55.752679+00:00,tajgwadabe
701,No sequence ID (upload ID: 19491),"Majalisar Amurka ta gaza kama Trump da laifi. 
    Shugaban Amurka Joe Biden ya ce wanke Donald Trump da majalisa ta yi daga zargin haddasa rikicin matasa a zauren majalisar manuniya ce cewa ""dimokuraɗiyya na cikin wani hali"" 'Yan majalisar jam'iyyar Republican bakwai ne suka goyi bayan hukunta Trump, abin da ya sa aka kasa samun biyu cikin uku na adadin da ake buƙata domin kama tsohon shugaban da laifi...",politics,No preannotation,2023-01-05 08:39:03.931144+00:00,2023-01-05 08:39:03.931172+00:00,tajgwadabe
702,No sequence ID (upload ID: 19492),"Adikon Zamani: Me ya sa ma'aurata ke kokarin kashe juna?. 
    Ku latsa lasifikar da ke sama don sauraron cikakken shirin: Rashin jituwa tsakanin ma'aurata dai ba wani sabon abu bane Kai ba ma ma'aurata ba, muddin dai ana zama tare toh dole ne fa a saba wa juna, don ko Bahaushe na cewa 'zo mu zauna, zo mu saba'...",entertainment,No preannotation,2023-01-05 08:39:28.196364+00:00,2023-01-05 08:39:28.196394+00:00,tajgwadabe
703,No sequence ID (upload ID: 19493),"MDD na kira ga ƙasashen duniya su ceci tattalin arzikin Afghanistan daga durƙushewa. 
    Sakatare Janar na Majalisar Dinkin Duniya Antonio Guterres, ya bayyana cewa dole ne ƙasashen duniya su ɗauki mataki domin ceto Afghanistan daga durƙushewa ta hanyar saka kuɗi cikin tattalin arzikin ƙasar Mista Guterres ya bayyana haka ne yayin taron manema labarai a hedikwatar Majalisar Ɗinkin Duniya da ke New York...",business,No preannotation,2023-01-05 08:40:27.903375+00:00,2023-01-05 08:40:27.903403+00:00,tajgwadabe
704,No sequence ID (upload ID: 19494),"Biden Inauguration: Me Joe Biden zai fara yi?. 
    Joe Biden ya shafe shekara 50 a fagen siyasa inda yake ƙoƙari ya ga ya cimma wannan burin, sai dai bai taɓa tsammanin zai tarar da irin wannan ƙalubalen a gabansa ba Waɗanne abubuwa zai fi mayar da hankali a kai? Zai shafe kusan kwanaki goma yana dokoki na musamman da ƙarfin shugaban ƙasa ya ba sa iko...",politics,No preannotation,2023-01-05 08:40:35.974769+00:00,2023-01-05 08:40:35.974797+00:00,tajgwadabe
705,No sequence ID (upload ID: 19495),"Liverpool da Juventus da Real Madrid na rige- rigen daukar Tielemans, Sevilla da Valencia na zawarcin Martial. 
    Watakila tsohon kocin Olympiacos Pedros Martins ne zai maye gurbin Bruno Lage a matsayin kocin Wolves, ko da yake kocin Sevilla Julen Lopetegui da Ange Postecoglou na Celtic su ma suna cikin  wadanda ake tsammanin  za su iya maye gurbin Lage (Telegraph - subscription required) Shi ma kocin Sporting Lisbon  Ruben Amorim na cikin wadanda ake ganin Wolves za ta dauka duk da cewa wannan zai sa kungiyar biyan fam miliyan 20...",sports,No preannotation,2023-01-05 08:40:40.725079+00:00,2023-01-05 08:40:40.725108+00:00,tajgwadabe
706,No sequence ID (upload ID: 19496),"Yadda Jam'iyyar APC ta shiga 'ruɗani' na jagoranci. 
    Jam`iyyar APC mai mulkin Najeriya ta faɗa wani sabon ruɗani bayan gwamnan Jihar Neja, Alhaji Abubakar Sani Bello, ya yi iƙirarin karɓar jagorancin jam`iyyar a matsayin muƙaddashin shugaba na riƙo Wasu rahotanni sun ce Shugaba Muhammadu Buhari ya amince da sauke shugaban riƙon jam`iyyar, wato Gwamnan Jihar Yobe, Alhaji Mai mala Buni daga shugabancin jam'iyyar...",politics,No preannotation,2023-01-05 08:40:45.981656+00:00,2023-01-05 08:40:45.981685+00:00,tajgwadabe
708,No sequence ID (upload ID: 19497),"Haɗarin takaddama tsakanin Najeriya da ƙasashen waje kan batun tsaron ƙasar. 
    Masana na ci gaba da tofa albarkacin bakinsu dangane da takaddamar da ta kaure tsakanin Najeriya da wasu ƙasashen yamma, ciki har da Amurka game da fargabar harin ta'addanci a Abuja A farkon wannan makon ne Amurka ta gargaɗi 'yan ƙasarta cewa da yiwuwar a kai harin ta'addanci a kan babban birnin Najeriyar...",politics,No preannotation,2023-01-05 08:41:01.692724+00:00,2023-01-05 08:41:01.692752+00:00,tajgwadabe
709,No sequence ID (upload ID: 19498),"Paris St-Germain ta nada Luis Campos a matsayin daraktan kwallon kafa. 
    Kungiyar kwallon kafar Paris St-Germain ta nada Luis Campos a matsayin daraktan kwallon kafa A baya dan kasar ta Portugal ya rike mukamin daraktan wasanni a Monaco da Lille...",sports,No preannotation,2023-01-05 08:41:07.150370+00:00,2023-01-05 08:41:07.150401+00:00,tajgwadabe
710,No sequence ID (upload ID: 19499),"Batun Ukraine: Putin ya faɗa wa Biden cewa sanya wa Rasha ƙarin takunkumi zai zama babban kuskure. 
    Shugaban Rasha Vladmir Putin ya gargaɗi takwaransa na Amurka Joe Biden a kan sanya wa ƙasarsa ƙarin takunkumi, abin da ya ce yana iya rusa alaƙar ƙasashen biyu ɗungurungum Yayin wata tattaunawa ta waya a ranar Alhamis, shugaban na Rasha ya ce irin wannan mataki yana iya mayar da hannun agogo baya a dangantakar da ke tsakaninsu...",politics,No preannotation,2023-01-05 08:41:13.652879+00:00,2023-01-05 08:41:13.652921+00:00,tajgwadabe
711,No sequence ID (upload ID: 19500),"Macen farko bakar fata da ta kewaye kasashen duniya. 
    Wata mata 'yar asalin Uganda, haifaffiyar Amurka, Jessica Nabongo ta ce ta cika burinta na zama mace bakar fata ta farko da ta ziyarci duka kasashen duniya Ta sanar da haka ne a shafinta na Instagram bayan da ta isa kasar seychelles...",entertainment,No preannotation,2023-01-05 08:41:24.963732+00:00,2023-01-05 08:41:24.963761+00:00,tajgwadabe
713,No sequence ID (upload ID: 19501),"Matsalar ci-rani: Hanyoyi mafiya haɗari da mutane ke bi wajen tsallaka iyakoki. 
    Wani tsautsayi da ya faɗa kan 'yan ci-rani da ke shirin tsallaka iyakar ƙasashe a kwanakin baya ya tashi hankalin duniya A ranar Juma'a, mutum 23 ne suka mutu lokacin da suka yi yunƙurin tsallaka shinge daga Moroko zuwa cikin Sifaniya ta mashigar Melilla...",uncategorized,No preannotation,2023-01-05 08:41:44.576756+00:00,2023-01-05 08:41:44.576784+00:00,tajgwadabe
714,No sequence ID (upload ID: 19502),"Rikicin Ukraine da Rasha: Mene ne ya jawo tashin-tashinar?. 
    Rikicin da ya barke tsakanin Ukraine da Rasha ya kai kololuwa cikin 'yan shekarun nan, sai dai yunkurin diflomsiyyar da ake yi na taimakawa wajen samo mafita Akwai tarin batutuwan da suka haifar da rikicin wadanda an shafe gomman shekaru kuma sun shafi kasashen yankin...",politics,No preannotation,2023-01-05 08:41:51.198220+00:00,2023-01-05 08:41:51.198278+00:00,tajgwadabe
715,No sequence ID (upload ID: 19503),"Ra'ayi Riga: Bikin Eid ul fitr na 2021. 
    Latsa lasifikar da ke sama domin sauraren shirin...",entertainment,No preannotation,2023-01-05 08:42:01.673576+00:00,2023-01-05 08:42:01.673605+00:00,tajgwadabe
717,No sequence ID (upload ID: 19504),"Pogba na nan daram a United - Solskjaer. 
    Kocin Manchester United , Ole Gunnar Solskjaer ya ce 'ba za a sayar da' Paul Pogba a cikin watan Junairu ba Sannan kuma ya musanta cewa ya tattauna da dan wasan Red Bull Salzburg Erling Haaland a ranar Juma'a...",sports,No preannotation,2023-01-05 08:42:11.897015+00:00,2023-01-05 08:42:11.897041+00:00,tajgwadabe
718,No sequence ID (upload ID: 19505),"Hotunan mako na Afirka daga 18 zuwa 24 ga watan Satumban 2020. 
    Wasu zaɓaɓɓun hotuna masu ƙayatarwa na wannan makon a Afirka: Hotuna daga Reuters, PA and EPA...",uncategorized,No preannotation,2023-01-05 08:42:22.658673+00:00,2023-01-05 08:42:22.658701+00:00,tajgwadabe
719,No sequence ID (upload ID: 19506),"An kai sabon hari a Chibok. 
    Wasu mahara da ake zargin 'yan kungiyar Boko Haram ne sun kai hari a garin a Kwaringilim da ke karamar hukumar Chibok a jihar Borno An bayyana cewa maharan sun kutsa garin a motoci da babura, tare da kona wata makarantar firamare...",uncategorized,No preannotation,2023-01-05 08:42:37.156825+00:00,2023-01-05 08:42:37.156854+00:00,tajgwadabe
720,No sequence ID (upload ID: 19507),"Adam Zango ya kashe N46m kan karatun marayu. 
    Shahararren tauraron fina-finan Hausa, Adam Zango ya biya kudin karatun wasu dalibai na shekara uku, inda ya kashe fiye da naira miliyan 46 Mawakin ya wallafa takardar tabbatar da samun tallafin da ta fito daga makarantar Farfesa Ango Abdullahi  da ke Zaria, a shafinsa na Instagram...",entertainment,No preannotation,2023-01-05 08:42:44.243799+00:00,2023-01-05 08:42:44.243842+00:00,tajgwadabe
721,No sequence ID (upload ID: 19508),"Lille vs Chelsea: Watakila Azpilicueta da Alonso su buga fafatawar. 
    Chelsea ta ziyarci Faransa, domin buga wasa na biyu na zagaye na biyu a gasar Champions League da za su kara ranar Laraba Tuni koci Thomas Tuchel ya ce mai tsaron baya Cesar Azpilicueta da Marcos Alonso sun kammala shirin fuskantar kungiyar Faransa...",sports,No preannotation,2023-01-05 08:42:47.539516+00:00,2023-01-05 08:42:47.539542+00:00,tajgwadabe
722,No sequence ID (upload ID: 19509),"To fa! Ashe yin fushi ma abu ne mai kyau?. 
    Mafi yawan sassan fadin duniyarmu ana zaune ne cikin lumanar zaman lafiya da wadata Kididdigar alkaluma da Majalisar Dinkin Duniya da Kungiyar Kasuwanci ta duniya da gwamnatoci daban-daban a fadin duniya suka tattara sun nuna cewa kasashe da dama talauci na raguwa, sannan tsawon rai na karuwa...",health,No preannotation,2023-01-05 08:43:23.231729+00:00,2023-01-05 08:43:23.231759+00:00,tajgwadabe
724,No sequence ID (upload ID: 19510),"PDP: Abubuwan da suka ja hankalin ‘yan Najeriya a taron jam’iyyar adawar. 
    Babban taron jam'iyyar adawa ta PDP a Najeriya ya tashi ba tare da wata matsala ba, ko kuma aƙalla ya zuwa lokacin haɗa wannan rahoton, wanda aka shafe baki ɗayan ranar Asabar ana gudanarwa Yayin taron da aka zaɓi Sanata Iyorchia Ayu a matsayin shugaba na ƙasa, wakilai daga jiha 36 na Najeriya sun kaɗa ƙuri'unsu a zaɓen shugabannin jam'iyyar a muƙamai daban-daban, kodayake ba duka muƙaman aka jefa wa ƙuri'a ba...",politics,No preannotation,2023-01-05 08:43:27.944477+00:00,2023-01-05 08:43:27.944503+00:00,tajgwadabe
725,No sequence ID (upload ID: 19511),"Haaland na zazzabi yana kuma jin radadi a kafarsa. 
    An sauya Erling Haaland a wasan Champions League da Manchester City ta tashi 0-0 a gidan Borussia Dortmund ranar Talata Pep Guardiola ya ce ya fitar da dan wasan domin yana fama da zazzabi da kuma jin zafi a kafarsa...",sports,No preannotation,2023-01-05 08:43:37.711834+00:00,2023-01-05 08:43:37.711895+00:00,tajgwadabe
726,No sequence ID (upload ID: 19512),"Shin coronavirus na shiga tsakanin mutane da addinansu?. 
    Yayin da ake ci gaba da nuna fargaba kan bazuwar cutar coronavirus, mutane a fadin duniya na sauya yadda suka saba gudanar da wasu harkokin rayuwarsu Wasu sun rage yawan tafiye-tafiye sannan suna kauracewa tarukan jama'a...",health,No preannotation,2023-01-05 08:43:49.465785+00:00,2023-01-05 08:43:49.465814+00:00,tajgwadabe
727,No sequence ID (upload ID: 19513),"Mun bi ƙa'ida wurin tsige Mahdi Gusau – Kakakin Majalisar Zamfara. 
    Kakakin majalisar dokokin jihar Zamfara a Najeriya, ya yi watsi da ce-ce-ku-cen da ake yi na cewa ba su bi tsari ba wurin tsige tsohon mataimakin gwamnan jihar Barrister Mahdi Aliyu Gusau Yayin wata hira da BBC, Honarabul Nasiru Mu'azu Magarya ya shaida cewa rashin sanin abubuwan da suka faru ne ya sa wasu ke zargin majalisar da yin ba daidai ba...",politics,No preannotation,2023-01-05 08:43:58.749974+00:00,2023-01-05 08:43:58.750003+00:00,tajgwadabe
729,No sequence ID (upload ID: 19514),"Abubuwan da mutane suka fi tambayar Google a 2021. 
    Shafin matambayi-ba-ya-ɓata ya bayyana jerin abubuwan da aka fi yayi, abin da ke alamta irin yadda shekarar 2021 ta kasance ga al'ummar duniya Katafaren kamfanin fasahar shi ne mafi shahara a shafukan da ke bayar da damar neman amsar kowace irin tambaya kuma duk shekara yakan fitar da abubuwan da aka fi tambaya da maudu'ai...",technology,No preannotation,2023-01-05 08:44:10.076109+00:00,2023-01-05 08:44:10.076138+00:00,tajgwadabe
731,No sequence ID (upload ID: 19515),"'Yadda rashin aikin yi ya sa na zama mawaki'. 
    El-Muneer Ali wani matashi ne da ya fara wakokin Hausa saboda rasa aikin yi da ya yi Ga cikakkiyar hirar yadda ya fara wakar a cikin bidiyon nan...",entertainment,No preannotation,2023-01-05 08:44:26.909836+00:00,2023-01-05 08:44:26.909869+00:00,tajgwadabe
733,No sequence ID (upload ID: 19516),"Bidiyo: 'Na fi kowa iya kwallo' a cewar yaro dan Najeriya. 
    Latsa hoton da ke sama don kallon bidiyon: Wani yaro dan garin Warri a kudancin Najeriya ya bayyana cewa ya fi kowa iya kwallon kafa a garinsu Sannan ya shaida wa BBC cewa yana so ya zama fitaccen dan kwallo...",sports,No preannotation,2023-01-05 08:44:39.635561+00:00,2023-01-05 08:44:39.635589+00:00,tajgwadabe
