category	headline	text
politics	Tshisekedi atie Léon de Saint Moulin na molongo ya ba héros nationaux Kabila-Lumumba	Nkondo Sango Léon de Saint Moulin atombolami o’molongo ya ordre national des héros nationaux Kabila-Lumumba to ya bilombe ya ekolo Kabila-Lumumba. Ezali mokano ya mokonzi ya mboka Félix Tshisekedi, eyebisi ministre ya kelasi ya likolo mpe université. Ministre Thomas Luhaka alimboli ete kufa ya sango Léon de Saint Moulin likozangisa ekolo Congo démocratique makambo mingi mpe llizali mawa mingi na mpo na mboka eye. Nkondo Léon de Saint Moulin awaki o’mokolo ya le 24 octobre moleki. Alekisaki ntango mingi ya bomoi na ye na Congo démocratique esika wapi asalaki mosala ya kisango mpe atangisaki na keleasi ya likolo. Akoma buku ebele. Na testament na ye asengaki akundama na mabele ya Congo democratique. Nkondo sango Léon de Saint Moulin akundami na Kimwenza na lopando ya ba nganga Nzambe nsima na misa mikambamaki na cardinal Fridolin Ambongo na cathédrale Notre-Dame ya Lingwala, na Kinshasa.
politics	25 opposants rwandais bakosambisama mpo na koluka kokwesa Kagame uto RDC	"Tibunal ya mampinga ya Rwanda endimi kosambisa bato 25 ya lingomba ya politiki ya opposition RNC, bafundami mpo koluka kokweyisa bokonzi ya president Paul Kagame kowuta na mabela ya Congo democratique. Bato baye bakoki kozwa etumbu ya boloko ya tuku mibale na mitano. Bazalaki kala baye ya M. Kagame kasi bakima mboka mpe basala lingomba Congrès national rwandais (RNC). ""Bafundami mpo na koluka kokweyisa mbulamatari na nzela ya minduki mpe na lisungi ya mboka ya bapaya na ntina ya kosala bituma,"" esakoli bazuzi. Bayike kati na bakangami baye bazwamaki na bitumba makasi na RDC, elobi bakambi ya tribunal. Basusu bamizongisaki na maboko ya Monusco (mission ya ONU na RDC). Misato kati na bango balobi ete bazali bato ya Burundi, mibale ya Ouganda mpe moko ya Malawi. Basambaki na bozangi basambeli. Moko na bakambi ya tribunal alobaki mokambi ya kala ya mampinga ya Rwanda, Faustin Kayumba Nyamwasa, moko na bakeli ya RNC, nde akotisaki bango na lingomba liye. F. Kayumba akimaka mboka na ye na 2010 mpe abombamaki na Afrique du Sud (Afrika ya ngele) epayi wapi abika ntango balukaki koboma ye mbala mingi. F. Kayumba akelaka RNC elongo na Patrick Karegeya, mokonzi ya kala ya misala ya bokengi ya Rwanda, oyo bamobomaki na baye bayebana te na 2014 na Johannesburg, na Afrika ya ngele."
politics	Ba avocats basengi bolukisami ya Kalev Mutondo bosukisama	Basambeli ba Kalev Mutondo mokambi ya ANR misala mya bokengi mya RDC basengi na procureur général na Cour constitutionnel mpe mokambi ya Conseil supérieur ya magistrature kosukisa bolukisami ya client na bango. Balobi na mokanda batindeli ete makambo Kalev Mutondo afundami na yango masi masambima mpe matikama mpo bilembo bizalaki te. Mpona maye manso maye, totondi yo botondi na kopesa mitindo ete mokanda ya kokanga ye mpe mokanda ya boluki ye ebimaki mpo na client nab iso elongolama mpe client nab iso azongela bonsomi bwa ye ya kotambola mpe amilakisa na misala mya bosembo ya mboka na ye, lokola Buku likonzi mpe mibeko milobi, ekomi basambele baye ya cabinet Mbere Moba & Associés. Basamebli bango bakundoli lisusu ete mokambi ya sika ya ANR apesi ndingisa te ete Kalev Mutondo ayanola na bazuzi, lokola mobeko mosengi. Kalev Mutondo amonanaka lisusu wuto pene na mposos mpo parquet ya Cour d’appel ebimisaki mokanda ya kolukisa mpe kokanga ye. Ayanolaki te mbala mibale na bobengisami ya magistrat. Asengaki bolongalami ya dossier na maboko ya magistrat Robert Kumbu Phanzu oyo azali kokoba kolukisa ye na bobuki mibeko. Ba avocats baye balobi akoki kosambima te na makambo moko wana mbala mibale.
politics	Lisa Peterson alobi USA ezali kosunga mpo mapponami masalama na 2023	"Etats-Unis elaki kopesa maboko na maponami masengeli kosalama na 2023 na Ekolo Congo démocratique, mpo ete mazala na ntango, malamu, na pole mpe na bonsomi ya bato, elaki Sous secretaire adjointe Lisa Peterson na suka ya mobembo mwa ye na RDC. Mme Peterson asukisi vendredi mobembo ya mikolo minei na RDC. Mobembo yango mozalaki ya masolo ma yambo kati na Etats-Unis na RDC mpo etali makoki ma bomoto mpe démocratie. ""Tozali kosala ete maponami ma 2023 masalama na ntango, mazala malamu, ya sembo mpe ya démocratique. Nazali na masolo maye makoki kopesa nzela ete bato bayokana mpe totala ndenge ya kosunga bato bakozala na maponami mango,"" elimboli Mme Peterson na bokutani na bapanzi sango. Mme Peterson alobi asololi na baye ya mbulamatari, ya opposition mpe ya société civile mpo na yango. Kolanda maloba ma ye, Etats-Unis elaki mpe kotia mopesi toli ya lokumu mpo na kopesa maboko na mampinga ma Ekolo Congo démocratique mpo na matali sembo. Mme Peterson alobi mpe ete Etats-Unis ekosunga na linaka lya million moko ya ba dollars ya Bureau ya mambi ma molongo mpo na ba stupéfiants (bangi na biloko ya lolenge wana) mpe na botiami na mosala ya mibeko (NL) mpo na kosunga police. ."
politics	Bikolo bya CEEAC bakotinda basoda na Centrafrique mpe bipesi maboko na maponami ma dimanche	"Bakonzi ba bikolo bya CEEAC (Lisanga lya nkita lya bikolo bya Afrika ya kati kati) bakati ete bakotinda basoda na Centrafrique (RCA) mpe bazali kopesa maboko na maponami ma mokolo mwa eyenga na mboka eye. Félix Tshiksekedi ya RDC, Evariste Ndayishimiye ya Burundi na Teodoro Obiang ya Guinée Equatoriale basanganaki na visioconférence na bokambami ya Denis Sassou N’Guesso ya Congo- Brazzaville, motambwisi ya CEEAC, mpo na likambo yango. ""Likita lisengi bokobi bwa misala mya maponami mazali kosalama mpe lisengi bana ba Centrafrique kokende ebele na maponami lobi le 27 décembre,"" elobi liyebisi lisukisi bokutani ya bakonzi ya bikolo ya CEEAC. Bakonzi baye bapameli na makasi nyonso bitumba bizangisi bomoi na ba soda basato ya Burundi ya misala mya ONU na Centrafrique (Minusca), ebakisi liyebisi. Basimba minduki basangani kati na CPC (Coalition des patrioites Centrafricains) bazali kosenga bopusi na maponami. Président Faustin Archange Touadera ya Centrafrique na mbulamatari bazali kolakisa mosapi na mokonzi ya kala François Bozize mpe kofunda ye na koluka kozwa bokonzi na coup d’Etat. Misala mya maponami mpe bazuzi balongolakai nkomba ya M. Bozize na maponami mpo balabi akokisi te maye mibeko misengi. Russie etindaki basoda kotangisa mampinga ya Centrafrique mpe Rwanda mpe etindaki basoda ba yango 300 na Minusca. Etats-Unis esengaki Russie kolimbola mpo na nini etinadaki ba soda baye. Bikolo bya CEEAC bilobelaki mpe embargo (bopekisi) ya kosomba minduki ya ONU na Centrafrique. Mpo na bango, yango ezali ebaka na ya mokonzi ya Centraqieu na kokamba ekolo malamu."
sports	Cédric Bakambu akoti Olympique de Marseille	"Cédric Bakambu, mobeti ndembo ya Ekolo Congo démocratique andimami mpo na kobeta na Olympique de Marseille ya France, esakoli club ya division 1 ya ekolo France eye. Cédric Bakmbu oyo awuti kolekisa mibu minei na Chine, atie manzaka ya boyokani na OM (Olympique de Marseille) lelo mpo na millions misato ya ba euros mobu inso. ""Olympique de Marseille esakoli lelo botiami manzaka na msani ya mboka RDC Cédric Bakambu,"" ekomami na site internet ya OM. Na mibu 30, Cédric Bakambu azalaki lisusu na club moko te wuto abimi na Chine na suka ya saison. Atie manzaka na OM lokola ""agent libre"" mpo na kopeta na équipe eye kino le 30 juin 2024. Amdimami nsima na botalisi nzoto na minganga. Cédric Bakambu abetaka na équipe nationale ya ba Léopards. Abandaka kobeta bo' profesionnel na 2010 na Socheaux yambo akenda na Turquie na 2014 mpe na nsima na Chine. Sika azongi na europa."
sports	PSG eyokani na Kigali mpo na kosala promotion ya Rwanda	"Club ya lisano ya ndembo ya ekolo France Paris Saint-Germain, PSG, etie manzaka ya boyokani na mbulamatari ya Kigali mpo na kosala promotion ya tourimse ya Rwanda mibu misato. ""Tozali na makanisi ya kotonga boyokani ya makasi mpo na kopesa kilo na mbongwana ya kokamwisa na Rwanda,"" esakoli Marc Amstrong, mokambi ya sponsoring ya PSG na liyebisi moko. Na boyokani bwango, club oyo ezali champion ya France mbala mibale, endimi komikotisa na campagne ""Kende kotala Rwanda"". PSG ezali club ya mibale kondima boyakani yango na Rwanda. Arsenal ezalaki ya yambo. PSG ebimisi na compte Twitter na yango bililingi bya campagne byango. Kylian Mbappé, Neymar, Mauro Icardi mpe basani basusu bazali kokumisa tourisme (mibembo ya kotala) Rwanda."
sports	Dimbi Tubilandu, gardien de buts (moyambi) ya kala ya V.Club na Léopards akufi	Dimbi Tubilandu gardien de buts to moyambi ya kala ya ba Léopards mpe Vita Club abengamaka Grand Niawu akufi butu boleki na mibu tuku sambo na misato. Dimbi Tubilandu akomaka mpe kala entraineurs ya ba gardiens de buts ya Léopards. Akuki na bokono na Hôpitalo général ya Kinshasa (to Mama Yemo ya kala), esakoli Agence congolaise de presse (ACP). Abotamaka na Matete na Kinshasa mpe abetaka na V.Club wuto mibu 70. Dimbi Tubilandu alongaka kutu Coupe d’Afrique des Nations ya 1974 mpe akendaka na mondial to Coupe du monde kaka mobu mwango ma Allemagne.
sports	FIFA epekisi Constant Omari misala minso ya football mpo na mobu moko	Constant Omari, mokambi ya Fécofa (Fédération congolaise ya football association) apekisami misala minso ya lisano lya ndembo mpo na mobu moko. Ezali etumbu epesameli ye na bondimi na ye moko. FIFA (Fédération internationale ya Football Association) esakoli etumbu eye likolo mokonzi ya FECOFA oyo awuti kotika mosala mposo moleki. Constant Omari afundami na kozwa koleka nkoto tuku motoba na nkama minei ya ba euros (64.444 eruos) ya misolo ya boyokani ya boteki makoki ya kolakisa na télévisiion makambo maike ma CAF (Confédération africaine ya football), oyo azali vice-président na yango mpe président ya nognga moko ntango ya etumbu Ahmad Ahmad. Commission ya Ethique to misala mitala botamboli malamu ya FIFA elobi boyokani Constant Omari asali bozalaki mabe mpo na CAF.
sports	Fifa etelemisi mosala ya mokambi CAF Ahmad Ahmad mpo na mibu mitano	Fifa etelemisi mosala ya mokambi ya CAF Ahmad Ahmad (vice-président ya Fifa) mpo na mibu mitano mpe epesi lomando ya 200.000 Francs suisses mpo na kopengwisa misolo. Ahmad Ahmad, mibu 60, akangamaki mpo na mwa ntango na Paris na juin 2019 mpo afundama na kaniaka. Misala mya sembo mya Fifa elobi ete mokambi ya CAF azangaki sembo, mpe apesaki makobo na biloko misusu, aselelaki misolo na ndenge esengeli te mpe asalelaki bokonzi na ye na ndenge ya mabe. Esengelaki Ahmad Ahmad apesa lisusu nkombo na ye na maponami makoya ya mokambi ya CAF. Kasi etumbu eye ekopekisa ye.
